Designator,Val,Package, Mid X, Mid Y,Rotation,Layer
C204,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,171.000000,-86.600000,90.000000,top
C205,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,153.900000,-122.700000,0.000000,top
C206,CC0201_100NF_6.3V_10%_X5R,CAPC0603X33N,159.900000,-117.200000,90.000000,top
C207,CC0402_1UF_16V_10%_X5R,CAPC1005X55N,157.000000,-126.100000,-90.000000,top
C208,CC0201_100NF_6.3V_10%_X5R,CAPC0603X33N,163.500000,-121.900000,0.000000,top
C209,CC0201_100NF_6.3V_10%_X5R,CAPC0603X33N,158.100000,-117.200000,90.000000,top
C210,CC0201_100NF_6.3V_10%_X5R,CAPC0603X33N,161.400000,-126.000000,-90.000000,top
C211,CC0201_100NF_6.3V_10%_X5R,CAPC0603X33N,155.400000,-120.800000,90.000000,top
C212,CC0201_100NF_6.3V_10%_X5R,CAPC0603X33N,163.500000,-123.200000,0.000000,top
C213,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,153.900000,-121.700000,0.000000,top
C214,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,170.000000,-86.600000,90.000000,top
C215,CC0201_100NF_6.3V_10%_X5R,CAPC0603X33N,168.800000,-84.700000,-90.000000,top
C216,CC0402_1UF_16V_10%_X5R,CAPC1005X55N,166.900000,-84.900000,0.000000,top
C217,CC0402_1UF_16V_10%_X5R,CAPC1005X55N,166.600000,-79.600000,0.000000,top
C218,CC0402_4.7UF_16V_20%_X5R,CAPC1005X55N,173.800000,-103.425000,0.000000,top
C219,CC0402_4.7UF_16V_20%_X5R,CAPC1005X55N,171.800000,-103.425000,180.000000,top
C220,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,188.850000,-57.362000,0.000000,top
C221,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,166.012500,-57.362000,0.000000,top
C222,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,177.912500,-57.350000,0.000000,top
C223,CC0402_10UF_6.3V_20%_X5R,CAPC1005X70N,199.200000,-138.300000,180.000000,top
C224,CC0402_10UF_6.3V_20%_X5R,CAPC1005X70N,199.200000,-133.200000,180.000000,top
C225,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,189.900000,-135.950000,90.000000,top
C226,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,199.200000,-135.300000,180.000000,top
C227,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,185.625000,-74.265000,-90.000000,top
C228,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,125.900000,-128.600000,-90.000000,top
C247,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,140.900000,-99.200000,90.000000,top
C248,CC0402_100NF_50V_10%_X7R,CAPC1005X55N,172.275000,-75.675000,-90.000000,top
D1,PRTR5V0U2X,SOT190P230X110-4N,114.200000,-116.700000,90.000000,top
D2,MM3Z12VB,SODFL2513X100N,124.500000,-127.900000,90.000000,top
D3,BAS316,D_SOD-323,137.550000,-126.200000,0.000000,top
J1,TYCO_1888247-1,TYCO_1367073-1,145.400000,-83.325000,0.000000,top
J2,USB_C_Receptacle_USB2.0_16P,USB_C_Receptacle_GCT_USB4105-xx-A_16P_TopMnt_Horizontal,106.600000,-116.600000,-90.000000,top
J3,BELFUSE_0826-1G1T-43-F,BEL_0826-1G1T-43-F,130.400000,-101.200000,90.000000,top
J4,Conn_02x06_Top_Bottom,PinSocket_2x06_P2.54mm_Horizontal_PMOD,212.875000,-138.325000,180.000000,top
J5,Conn_02x06_Top_Bottom,PinSocket_2x06_P2.54mm_Horizontal_PMOD,212.875000,-115.465000,180.000000,top
J6,Conn_02x06_Top_Bottom,PinSocket_2x06_P2.54mm_Horizontal_PMOD,212.875000,-92.605000,180.000000,top
J7,Conn_02x06_Top_Bottom,PinSocket_2x06_P2.54mm_Horizontal_PMOD,212.875000,-69.745000,180.000000,top
J8,2180739-1,TE_2180739-1,145.400000,-76.200000,-90.000000,top
J10,Barrel_Jack_Switch,BarrelJack_GCT_DCJ200-10-A_Horizontal,116.750000,-128.000000,-90.000000,top
J12,TYCO_1888247-1,TYCO_1888247-1,145.400000,-69.070000,0.000000,top
J14,Conn_02x06_Top_Bottom,PinSocket_2x06_P2.54mm_Vertical_PMOD,120.175000,-134.710000,90.000000,top
J15,Conn_02x06_Top_Bottom,PinSocket_2x06_P2.54mm_Vertical_PMOD,143.035000,-134.710000,90.000000,top
L1,IND_2.2UH_20%_BOURNS_SRP3212,IND_BOURNS_SRP3212,150.100000,-102.700000,90.000000,top
L2,4.7 uH,L_1008_2520Metric,144.300000,-57.900000,-90.000000,top
L3,4.7 uH,L_1008_2520Metric,147.100000,-57.900000,-90.000000,top
L4,4.7 uH,L_1008_2520Metric,146.200000,-94.300000,90.000000,top
L5,4.7 uH,L_1008_2520Metric,143.300000,-94.300000,90.000000,top
L10,IND0402_MURATA_BLM15PX121SN1D,INDC1005X55N,119.600000,-115.100000,-90.000000,top
L12,IND0402_MURATA_BLM15PX121SN1D,INDC1005X55N,112.600000,-111.900000,0.000000,top
L13,IND0402_MURATA_BLM15PX121SN1D,INDC1005X55N,119.700000,-118.700000,90.000000,top
L14,IND_2.2UH_20%_WURTH_WE-PMCI_74479276222C,IND_WURTH_WE-PMCI_0806LR,119.500000,-111.000000,0.000000,top
L17,IND0603_MURATA_BLM18SG121TN1D,INDC1608X65N,160.000000,-128.900000,0.000000,top
L18,IND0603_MURATA_BLM18SG121TN1D,INDC1608X65N,163.200000,-128.900000,0.000000,top
L20,IND0603_MURATA_BLM18SG121TN1D,INDC1608X65N,163.600000,-126.100000,0.000000,top
LD1,LED_OSRAM_LS_Q976-NR-1,LED_OSRAM_LS Q976,111.250000,-136.025000,-90.000000,top
LD2,LED_KINGBRIGHT_KPH-1608CGCK,LED_KINGBRIGHT_KPH-1608CGCK,145.100000,-122.500000,90.000000,top
LD3,LED_KINGBRIGHT_KPH-1608CGCK,LED_KINGBRIGHT_KPH-1608CGCK,197.600000,-57.300000,90.000000,top
LD4,LED_KINGBRIGHT_KPH-1608CGCK,LED_KINGBRIGHT_KPH-1608CGCK,202.250000,-57.185000,90.000000,top
LD5,LED_KINGBRIGHT_KPH-1608CGCK,LED_KINGBRIGHT_KPH-1608CGCK,192.500000,-57.250000,90.000000,top
Q1,BSS138LT1G,SOT95P240X110-3N,198.750000,-61.250000,90.000000,top
Q2,BSS138LT1G,SOT95P240X110-3N,202.400000,-61.250000,90.000000,top
Q3,BSS138LT1G,SOT95P240X110-3N,195.250000,-61.250000,90.000000,top
Q4,DMP3013SFV,Diodes_PowerDI3333-8,121.200000,-128.025000,180.000000,top
R3,R0402_2K49_1%_0.063W_100PPM,RESC1005X40N,143.000000,-102.100000,90.000000,top
R4,R0402_22R_1%_0.0625W_100PPM,RESC1005X40N,152.800000,-108.000000,180.000000,top
R5,R0402_22R_1%_0.0625W_100PPM,RESC1005X40N,152.800000,-109.000000,180.000000,top
R6,R0402_22R_1%_0.0625W_100PPM,RESC1005X40N,152.800000,-110.000000,180.000000,top
R7,R0402_22R_1%_0.0625W_100PPM,RESC1005X40N,152.800000,-111.000000,180.000000,top
R8,R0402_22R_1%_0.0625W_100PPM,RESC1005X40N,152.800000,-106.000000,180.000000,top
R9,R0402_22R_1%_0.0625W_100PPM,RESC1005X40N,152.800000,-107.000000,180.000000,top
R12,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,146.300000,-102.100000,90.000000,top
R14,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,136.900000,-108.000000,0.000000,top
R18,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,137.400000,-97.500000,0.000000,top
R19,R0402_330R_1%_0.0625W_100PPM,RESC1005X40N,137.400000,-96.400000,180.000000,top
R20,R0402_330R_1%_0.0625W_100PPM,RESC1005X40N,136.900000,-107.000000,180.000000,top
R21,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,174.262500,-58.400000,180.000000,top
R22,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,174.262500,-59.400000,0.000000,top
R23,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,184.900000,-60.375000,180.000000,top
R24,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,184.900000,-61.400000,180.000000,top
R25,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,174.262500,-60.400000,180.000000,top
R26,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,174.262500,-61.400000,180.000000,top
R27,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,174.262500,-62.400000,180.000000,top
R28,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,178.162500,-64.400000,-90.000000,top
R29,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,179.162500,-64.400000,90.000000,top
R30,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,184.900000,-62.400000,180.000000,top
R31,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,187.750000,-64.275000,-90.000000,top
R32,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,181.962500,-62.900000,0.000000,top
R33,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,181.962500,-61.900000,0.000000,top
R34,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,181.962500,-60.900000,0.000000,top
R35,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,162.462500,-58.600000,180.000000,top
R36,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,162.462500,-59.600000,0.000000,top
R37,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,166.462500,-64.400000,-90.000000,top
R38,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,167.562500,-64.400000,90.000000,top
R39,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,189.150000,-64.275000,-90.000000,top
R40,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,192.500000,-61.675000,0.000000,top
R41,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,190.150000,-64.275000,-90.000000,top
R42,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,192.500000,-60.675000,0.000000,top
R43,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,162.462500,-60.600000,180.000000,top
R44,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,170.162500,-63.000000,0.000000,top
R45,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,162.462500,-61.600000,180.000000,top
R46,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,170.162500,-62.000000,0.000000,top
R47,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,162.462500,-62.600000,180.000000,top
R48,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,170.162500,-61.000000,0.000000,top
R49,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,193.800000,-127.100000,-90.000000,top
R56,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,187.800000,-118.700000,180.000000,top
R57,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,197.800000,-127.100000,-90.000000,top
R59,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,191.800000,-127.100000,-90.000000,top
R60,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,195.800000,-127.100000,-90.000000,top
R61,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,198.800000,-127.100000,-90.000000,top
R63,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,196.800000,-127.100000,-90.000000,top
R64,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,190.800000,-127.100000,-90.000000,top
R65,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,187.800000,-120.700000,180.000000,top
R66,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,194.800000,-127.100000,-90.000000,top
R73,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,188.900000,-109.100000,180.000000,top
R76,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,124.160000,-111.350000,90.000000,top
R77,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,125.260000,-111.350000,90.000000,top
R78,R0402_12K_1%_0.0625W_100PPM,RESC1005X40N,121.300000,-116.600000,0.000000,top
R79,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,121.300000,-121.100000,180.000000,top
R80,R0402_5K1_1%_0.0625W_100PPM,RESC1005X40N,113.230000,-119.400000,0.000000,top
R81,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,115.130000,-114.000000,0.000000,top
R82,R0402_5K1_1%_0.0625W_100PPM,RESC1005X40N,113.200000,-120.500000,0.000000,top
R83,R0402_2K2_1%_0.0625W_100PPM,RESC1005X40N,113.100000,-114.000000,180.000000,top
R84,R0402_1K_1%_0.0625W_100PPM,RESC1005X40N,185.600000,-76.900000,-90.000000,top
R85,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,199.500000,-95.600000,0.000000,top
R87,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,199.500000,-94.600000,0.000000,top
R88,R0402_1K_1%_0.0625W_100PPM,RESC1005X40N,199.500000,-93.600000,0.000000,top
R89,R0402_1K_1%_0.0625W_100PPM,RESC1005X40N,199.505000,-92.600000,180.000000,top
R99,R0402_240R_1%_0.0625W_100PPM,RESC1005X40N,169.430000,-122.485000,-90.000000,top
R102,R0402_240R_1%_0.0625W_100PPM,RESC1005X40N,172.430000,-116.285000,-90.000000,top
R103,R0402_240R_1%_0.0625W_100PPM,RESC1005X40N,177.330000,-116.285000,-90.000000,top
R104,R0402_0R_JUMPER,RESC1005X40N,165.150000,-118.800000,180.000000,top
R105,R0402_0R_JUMPER,RESC1005X40N,155.400000,-124.000000,90.000000,top
R106,R0402_0R_JUMPER,RESC1005X40N,161.900000,-117.200000,-90.000000,top
R107,R0402_0R_JUMPER,RESC1005X40N,160.900000,-117.200000,-90.000000,top
R110,R0402_0R_JUMPER,RESC1005X40N,160.400000,-126.100000,90.000000,top
R113,R0402_510R_0.1%_0.0625W_10PPM,RESC1005X40N,171.000000,-84.700000,-90.000000,top
R115,R0402_100R_1%_0.1W_100PPM,RESC1005X40N,180.200000,-127.300000,180.000000,top
R116,R0402_510R_0.1%_0.0625W_10PPM,RESC1005X40N,170.000000,-84.700000,-90.000000,top
R117,R0402_100R_1%_0.1W_100PPM,RESC1005X40N,172.650000,-81.350000,0.000000,top
R118,R0402_200R_1%_0.0625W_100PPM,RESC1005X40N,153.900000,-120.700000,180.000000,top
R119,R0402_200R_1%_0.0625W_100PPM,RESC1005X40N,153.900000,-123.700000,180.000000,top
R120,R0402_240R_1%_0.0625W_100PPM,RESC1005X40N,169.000000,-86.600000,90.000000,top
R121,R0402_240R_1%_0.0625W_100PPM,RESC1005X40N,172.000000,-86.600000,90.000000,top
R122,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,184.900000,-59.300000,180.000000,top
R123,R0402_140R_1%_0.0625W_100PPM,RESC1005X40N,164.700000,-77.900000,0.000000,top
R124,R0402_845R_0.1%_0.063W_25PPM,RESC1005X40N,164.700000,-78.900000,0.000000,top
R125,R0402_2K32_1%_0.0625W_100PPM,RESC1005X40N,162.800000,-78.900000,0.000000,top
R126,R0402_1K_1%_0.0625W_100PPM,RESC1005X40N,162.800000,-77.900000,180.000000,top
R127,R0402_2K32_1%_0.0625W_100PPM,RESC1005X40N,162.800000,-76.400000,0.000000,top
R128,R0402_1K_1%_0.0625W_100PPM,RESC1005X40N,162.800000,-75.400000,180.000000,top
R129,R0402_140R_1%_0.0625W_100PPM,RESC1005X40N,164.700000,-75.400000,0.000000,top
R130,R0402_845R_0.1%_0.063W_25PPM,RESC1005X40N,164.700000,-76.400000,0.000000,top
R131,R0402_2K32_1%_0.0625W_100PPM,RESC1005X40N,162.800000,-73.500000,0.000000,top
R132,R0402_1K_1%_0.0625W_100PPM,RESC1005X40N,162.800000,-72.500000,180.000000,top
R133,R0402_140R_1%_0.0625W_100PPM,RESC1005X40N,164.700000,-72.500000,0.000000,top
R134,R0402_845R_0.1%_0.063W_25PPM,RESC1005X40N,164.700000,-73.500000,0.000000,top
R135,R0402_2K32_1%_0.0625W_100PPM,RESC1005X40N,162.800000,-70.600000,0.000000,top
R136,R0402_1K_1%_0.0625W_100PPM,RESC1005X40N,162.800000,-69.600000,180.000000,top
R137,R0402_140R_1%_0.0625W_100PPM,RESC1005X40N,164.700000,-69.600000,0.000000,top
R138,R0402_845R_0.1%_0.063W_25PPM,RESC1005X40N,164.700000,-70.600000,0.000000,top
R139,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,182.000000,-76.900000,-90.000000,top
R140,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,183.100000,-76.900000,-90.000000,top
R141,R0402_4K7_1%_0.0625W_100PPM,RESC1005X40N,180.200000,-76.900000,90.000000,top
R147,R0402_30K_1%_0.0625W_100PPM,RESC1005X40N,113.700000,-135.600000,-90.000000,top
R148,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,142.000000,-120.025000,180.000000,top
R149,R0402_1K_1%_0.0625W_100PPM,RESC1005X40N,189.900000,-134.000000,-90.000000,top
R150,R0402_1K_1%_0.0625W_100PPM,RESC1005X40N,198.800000,-136.700000,-90.000000,top
R151,R0402_1K_1%_0.0625W_100PPM,RESC1005X40N,199.200000,-134.300000,180.000000,top
R152,R0402_12K_1%_0.0625W_100PPM,RESC1005X40N,124.500000,-125.000000,-90.000000,top
R154,R0402_100K_1%_0.0625W_100PPM,RESC1005X40N,137.200000,-120.100000,0.000000,top
R155,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,196.200000,-56.900000,-90.000000,top
R156,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,197.300000,-63.885000,0.000000,top
R157,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,200.850000,-57.185000,-90.000000,top
R158,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,202.250000,-63.885000,180.000000,top
R159,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,163.000000,-119.300000,90.000000,top
R160,R0402_0R_JUMPER,RESC1005X40N,149.300000,-97.900000,180.000000,top
R161,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,191.350000,-56.900000,-90.000000,top
R162,R0402_30K_1%_0.0625W_100PPM,RESC1005X40N,173.275000,-75.675000,-90.000000,top
R163,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,173.275000,-77.575000,90.000000,top
R167,R0402_40R2_1%_0.0625W_100PPM,RESC1005X40N,192.800000,-127.100000,-90.000000,top
R173,R0402_100K_1%_0.0625W_100PPM,RESC1005X40N,170.200000,-60.000000,180.000000,top
R174,R0402_100K_1%_0.0625W_100PPM,RESC1005X40N,170.200000,-59.000000,180.000000,top
R175,R0402_100K_1%_0.0625W_100PPM,RESC1005X40N,170.200000,-58.000000,180.000000,top
R176,R0402_10K_1%_0.0625W_100PPM,RESC1005X40N,177.100000,-128.000000,180.000000,top
SW1,SW_DIP_x01,SW_OMRON_A6SN-1101,132.875000,-57.400000,0.000000,top
U1,XC7A35T-CSG325,Xilinx_CSG325,186.500000,-94.700000,90.000000,top
U2,MT41K512M16HA-125_E / MT41K512M16VRP-107 IT:P,FBGA-96_8x14mm_Layout9x16_P0.8mm,194.600000,-118.100000,0.000000,top
U3,Si5351A-B-GT,MSOP-10_3x3mm_P0.5mm,169.700000,-80.500000,-90.000000,top
U4,TPSM863257RDXR,VREG_TPSM863257RDXR,182.950000,-112.365000,180.000000,top
U5,TPSM863257RDXR,VREG_TPSM863257RDXR,149.200000,-115.762500,180.000000,top
U6,TPSM863257RDXR,VREG_TPSM863257RDXR,132.600000,-127.700000,180.000000,top
U7,RTL8211F-CG,QFN40P500X500X80-41N-S360,145.000000,-106.500000,0.000000,top
U8,TLV62565DBV,SOT95P280X145-5N,115.700000,-111.700000,180.000000,top
U10,TPSM863257RDXR,VREG_TPSM863257RDXR,148.300000,-127.500000,180.000000,top
U11,TPSM863257RDXR,VREG_TPSM863257RDXR,183.200000,-134.600000,90.000000,top
U12,LP5951MF-3.0/NOPB,SOT95P284X122-5N,159.300000,-113.715000,0.000000,top
U13,LM336M-2.5,SOIC127P600X175-8N,172.800000,-124.900000,90.000000,top
U14,DAC8550IDGK,SOP65P490X110-8N,170.055000,-115.085000,90.000000,top
U15,DAC8550IDGK,SOP65P490X110-8N,174.930000,-115.085000,90.000000,top
U16,CDCM61004RHB,QFN50P500X500X100-33N-S355,159.100000,-121.700000,0.000000,top
U17,TCA9535RTWR,QFN50P400X400X80-25N-S245,178.162500,-60.600000,0.000000,top
U18,TLV77325PDBVR,SOT-23-5,166.100000,-82.300000,-90.000000,top
U19,TCA9535RTWR,QFN50P400X400X80-25N-S245,166.262500,-60.600000,0.000000,top
U20,RT9045AGSP / AP2303,SOIC127P600X168-9N-S230,194.300000,-135.200000,180.000000,top
U21,FT2232HQ,QFN50P900X900X100-65N-S445,127.850000,-117.850000,0.000000,top
U23,NCV59801CML120TCG,SON65P300X300X100-9N-R170X245,172.800000,-101.100000,180.000000,top
U24,SN74LVC1G07DBV,SOT95P280X145-5N,137.675000,-122.750000,90.000000,top
U25,SN74LVC1G07DBV,SOT95P280X145-5N,142.500000,-122.750000,90.000000,top
U26,PCA9546ARGV,QFN65P400X400X100-17N-S225,188.800000,-60.600000,0.000000,top
U27,S25FL128SAGMFI001,SOIC127P1030X265-16N,194.300000,-75.000000,0.000000,top
U28,24AA256UID-I_ST,SOP65P640X120-8N,183.300000,-71.800000,-90.000000,top
Y2,VM53S3-25.000-2.5/-30+75,OSCCC320X500X160-4N,164.950000,-115.150000,0.000000,top
Y3,OSC_20MHZ_IQD_LFVCXO026156,OSC_IQD_CFPV-45,179.200000,-122.800000,0.000000,top
Y4,XTAL_25MHZ_EPSON_TSX-3225_25.0000MF10Z-AC,XTAL_EPSON_TSX-3225,144.500000,-99.200000,-90.000000,top
Y6,XTAL_25MHZ_TXC_8Y-25.000MAAJ-T,XTAL_TXC_8Y,170.000000,-75.950000,-90.000000,top
